City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Stokmarknes,NO,68.5646,14.9108,42.78,75,75,34.52,sleet
347,Morondava,MG,-20.2833,44.2833,81.63,74,100,7.9,overcast clouds
348,Itarema,BR,-2.9248,-39.9167,84.61,64,97,14.03,light rain
349,Sitka,US,57.0531,-135.33,35.49,87,100,5.75,light rain
350,Fez,MA,34.0372,-4.9998,59.25,51,75,2.3,broken clouds
351,Tautira,PF,-17.7333,-149.15,79.72,71,32,7.16,scattered clouds
352,Flin Flon,CA,54.7682,-101.865,13.84,92,20,6.91,few clouds
353,Nuevo Progreso,MX,23.1667,-97.95,80.47,67,23,1.99,few clouds
354,Tazovskiy,RU,67.4667,78.7,5.41,93,100,19.39,light snow
355,Manado,ID,1.487,124.8455,70.57,94,40,3.44,scattered clouds
356,Bathsheba,BB,13.2167,-59.5167,83.01,74,40,18.41,scattered clouds
357,Nisia Floresta,BR,-6.0911,-35.2086,88.61,42,62,13.76,light rain
358,Senekal,ZA,-28.3197,27.6208,61.84,93,100,7.96,moderate rain
359,Guanica,PR,17.9716,-66.908,87.98,62,5,15.19,clear sky
360,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,104.92,18,62,9.24,broken clouds
361,Maceio,BR,-9.6658,-35.7353,85.44,61,75,11.5,broken clouds
362,Mococa,BR,-21.4678,-47.0047,81.23,67,67,4.79,broken clouds
363,Nome,US,64.5011,-165.4064,-2.13,78,100,0.0,overcast clouds
364,Tairua,NZ,-37.0167,175.85,61.48,72,2,10.49,clear sky
365,Rio Grande,BR,-32.035,-52.0986,95.11,51,6,12.62,clear sky
366,Kuito,AO,-12.3833,16.9333,62.29,87,94,5.21,light rain
367,Isla Mujeres,MX,21.2311,-86.731,82.17,78,0,18.32,light rain
368,Sobolevo,RU,54.4299,31.8996,20.71,95,99,7.7,overcast clouds
369,Plettenberg Bay,ZA,-34.0527,23.3716,67.78,78,77,17.63,broken clouds
370,Bandarbeyla,SO,9.4942,50.8122,76.06,79,8,8.81,clear sky
371,Novaya Lyalya,RU,59.055,60.599,17.78,94,100,6.2,light snow
372,Fortuna,US,40.5982,-124.1573,45.93,96,100,6.91,overcast clouds
373,Raha,IN,26.2333,92.5167,66.7,62,100,3.49,overcast clouds
374,Esperance,AU,-33.8667,121.9,63.77,88,24,9.86,few clouds
375,Shetpe,KZ,44.1667,52.1167,25.56,79,99,21.85,overcast clouds
376,Kommunisticheskiy,RU,61.6789,64.4819,12.51,93,92,7.54,overcast clouds
377,Le Port,RE,-20.9373,55.2919,78.8,80,46,3.91,light rain
378,Tonekabon,IR,36.8163,50.8738,42.75,95,100,8.01,moderate rain
379,Gat,IL,31.61,34.7642,49.08,100,100,11.21,overcast clouds
380,Banda Aceh,ID,5.5577,95.3222,77.99,84,100,6.96,overcast clouds
381,Saint-Leu,RE,-21.15,55.2833,77.86,79,43,8.1,light rain
382,Isabela,PH,6.7085,121.9711,76.86,84,100,3.87,light rain
383,Asfi,MA,32.2994,-9.2372,59.74,72,33,11.45,light rain
384,Kalemie,CD,-5.9475,29.1947,72.25,81,71,3.49,light rain
385,Anito,PH,12.4497,125.2886,76.33,86,100,10.89,overcast clouds
386,Santana Do Acarau,BR,-3.4606,-40.2122,89.65,47,98,2.37,overcast clouds
387,Aitape,PG,-3.1374,142.3475,76.86,94,100,9.55,moderate rain
388,Boone,US,39.0334,-92.3335,45.39,55,100,8.97,overcast clouds
389,Znamenskoye,RU,57.1281,73.8282,-15.39,100,71,3.24,broken clouds
390,Laguna,US,38.421,-121.4238,53.01,93,20,3.04,few clouds
391,Beringovskiy,RU,63.05,179.3167,-27.49,97,29,5.73,scattered clouds
392,Natal,BR,-5.795,-35.2094,88.45,48,40,17.27,scattered clouds
393,Ylivieska,FI,64.0833,24.55,33.31,89,99,14.83,overcast clouds
394,Yuma,US,32.7253,-114.6244,63.88,31,20,6.91,few clouds
395,Calabozo,VE,8.9242,-67.4293,93.15,35,22,8.57,few clouds
396,Mount Isa,AU,-20.7333,139.5,74.97,100,40,0.0,scattered clouds
397,Stupino,RU,54.9008,38.0708,19.6,93,100,9.8,overcast clouds
398,Belaya Gora,RU,68.5333,146.4167,-41.87,99,100,3.44,overcast clouds
399,Chifeng,CN,42.2683,118.9636,20.93,34,79,2.04,broken clouds
400,Flinders,AU,-34.5833,150.8552,69.19,92,93,4.0,moderate rain
401,Axim,GH,4.8699,-2.2405,82.83,70,100,8.52,overcast clouds
402,Salalah,OM,17.0151,54.0924,72.59,68,39,0.92,scattered clouds
403,Quarai,BR,-30.3875,-56.4514,103.01,12,1,1.03,clear sky
404,Gisborne,NZ,-38.6533,178.0042,57.9,84,0,4.29,clear sky
405,Nalut,LY,30.3333,10.85,64.76,25,0,19.62,clear sky
406,Pindiga,NG,9.9833,10.9333,90.7,12,75,6.15,broken clouds
407,Havre-Saint-Pierre,CA,50.2334,-63.5986,26.96,80,100,9.22,overcast clouds
408,Vostok,RU,46.4856,135.8833,-13.07,99,59,4.45,broken clouds
409,Mende,FR,44.6667,3.5,26.42,89,80,3.62,broken clouds
410,Saryozek,KZ,44.3583,77.9753,24.96,77,100,1.48,overcast clouds
411,Ugoofaaru,MV,5.6667,73.0,80.89,70,95,5.7,overcast clouds
412,Alipur,PK,29.3846,70.9116,66.27,26,52,7.34,broken clouds
413,Bowen,AU,-20.0167,148.2333,78.93,83,100,17.76,overcast clouds
414,Jhargram,IN,22.45,86.9833,70.09,60,0,2.15,clear sky
415,Ewa Beach,US,21.3156,-158.0072,73.35,77,100,10.36,overcast clouds
416,Kailua,US,21.4022,-157.7394,75.18,82,100,17.27,light rain
417,Oktyabrskiy,RU,54.4815,53.471,12.69,92,83,8.55,broken clouds
418,Udachnyy,RU,66.4167,112.4,-42.56,100,97,4.18,overcast clouds
419,Puerto Palomas,MX,31.7667,-107.6167,44.08,42,0,4.45,clear sky
420,Kudat,MY,6.8837,116.8477,77.29,88,20,5.01,few clouds
421,Uaua,BR,-9.8414,-39.4817,93.02,19,100,10.16,overcast clouds
422,Dothan,US,31.2232,-85.3905,76.84,63,0,12.66,clear sky
423,Batagay-Alyta,RU,67.8006,130.4114,-45.02,99,66,3.29,broken clouds
424,Jiamusi,CN,46.8333,130.35,-7.8,100,73,1.81,broken clouds
425,Port Macquarie,AU,-31.4333,152.9167,65.89,79,29,4.9,scattered clouds
426,Avera,US,33.194,-82.5271,71.11,67,100,4.81,overcast clouds
427,Guilin,CN,25.2819,110.2864,50.11,92,100,5.68,overcast clouds
428,La Paz Centro,NI,12.34,-86.6753,89.47,41,16,15.32,few clouds
429,Portland,US,45.5234,-122.6762,43.05,95,40,4.0,scattered clouds
430,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.29,82,99,8.25,overcast clouds
431,Romhany,HU,47.9262,19.2572,31.75,64,2,4.09,clear sky
432,Yermakovskoye,RU,53.2831,92.4003,4.1,96,99,2.73,overcast clouds
433,Gao,ML,16.6362,1.637,92.68,7,10,11.03,clear sky
434,Nyamuswa,TZ,-1.9,34.0167,66.0,72,75,3.8,light rain
435,Vicosa Do Ceara,BR,-3.5622,-41.0922,80.33,53,100,3.85,overcast clouds
436,Port Blair,IN,11.6667,92.75,80.64,69,40,9.22,haze
437,Mitsamiouli,KM,-11.3847,43.2844,80.31,81,100,7.18,moderate rain
438,Kamennomostskoye,RU,43.7372,43.0514,13.89,97,100,0.58,overcast clouds
439,Cantagalo,BR,-21.9811,-42.3681,79.43,76,98,1.07,overcast clouds
440,Clyde River,CA,70.4692,-68.5914,-30.77,68,20,4.61,few clouds
441,Westport,US,41.1415,-73.3579,50.31,58,6,5.99,clear sky
442,Korla,CN,41.7597,86.1469,30.85,70,44,1.34,scattered clouds
443,San Jose,US,37.3394,-121.895,56.89,79,75,1.01,broken clouds
444,Richards Bay,ZA,-28.783,32.0377,74.32,92,97,10.27,moderate rain
445,Karaj,IR,35.8355,51.0103,39.72,65,40,11.5,scattered clouds
446,Puri,IN,19.8,85.85,75.72,79,67,12.88,broken clouds
447,Jalu,LY,29.0331,21.5482,57.47,37,97,9.44,overcast clouds
448,Sept-Iles,CA,50.2001,-66.3821,26.06,82,75,6.91,broken clouds
449,Kashi,CN,39.4547,75.9797,33.01,64,75,6.71,broken clouds
450,Borogontsy,RU,62.6683,131.1683,-47.34,100,100,3.11,overcast clouds
451,Parati,BR,-23.2178,-44.7131,78.55,92,39,3.51,light rain
452,Bethel,US,41.3712,-73.414,48.88,63,40,5.75,scattered clouds
453,Ankara,TR,39.9199,32.8543,29.44,59,40,11.5,scattered clouds
454,Saint-Denis,FR,48.9167,2.3333,42.12,48,0,6.91,clear sky
455,Huarmey,PE,-10.0681,-78.1522,77.65,74,66,10.13,broken clouds
456,Seoul,KR,37.5683,126.9778,28.0,64,0,4.61,clear sky
457,Najran,SA,17.4924,44.1277,79.45,15,70,4.36,broken clouds
458,Sistranda,NO,63.7256,8.834,44.56,65,100,9.64,overcast clouds
459,Kargala,RU,56.6208,83.9607,1.27,99,99,2.57,overcast clouds
460,Mersing,MY,2.4312,103.8405,78.71,89,20,8.05,few clouds
461,Viking,CA,53.1001,-111.7684,26.46,89,100,7.99,overcast clouds
462,Jardim,BR,-21.4803,-56.1381,81.61,76,100,4.21,overcast clouds
463,Arivonimamo,MG,-19.0167,47.1833,64.45,95,86,8.57,overcast clouds
464,Florianopolis,BR,-27.6146,-48.5012,85.23,64,20,9.22,few clouds
465,Ahipara,NZ,-35.1667,173.1667,61.92,85,3,7.23,clear sky
466,Sisophon,KH,13.5859,102.9737,81.32,66,8,7.0,clear sky
467,Nikki,BJ,9.9401,3.2108,94.87,9,21,7.05,few clouds
468,Talcahuano,CL,-36.7167,-73.1167,71.28,53,0,3.44,smoke
469,Anadyr,RU,64.75,177.4833,-28.7,75,0,11.18,clear sky
470,Guapiacu,BR,-20.795,-49.2203,86.29,48,75,3.44,broken clouds
471,Vicuna,CL,-30.0319,-70.7081,92.77,39,0,9.57,clear sky
472,Port Hedland,AU,-20.3167,118.5667,86.05,79,0,11.5,clear sky
473,North Bend,US,43.4065,-124.2243,41.92,100,0,4.61,clear sky
474,La Union,PE,-5.4,-80.75,89.92,40,9,7.7,clear sky
475,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,75.0,94,100,3.44,mist
476,Luwingu,ZM,-10.2621,29.9271,61.12,90,100,3.83,overcast clouds
477,Dingle,PH,10.9995,122.6711,72.99,91,84,8.03,broken clouds
478,Aldan,RU,58.6031,125.3894,-15.95,96,100,4.92,overcast clouds
479,Acapulco,MX,16.8634,-99.8901,85.82,48,0,5.75,clear sky
480,Fare,PF,-16.7,-151.0167,79.93,75,13,10.29,light rain
481,Mount Gambier,AU,-37.8333,140.7667,54.55,97,11,4.81,few clouds
482,La Ronge,CA,55.1001,-105.2842,17.85,67,20,10.36,few clouds
483,Hami,CN,42.8,93.45,32.23,63,9,7.09,clear sky
484,Podgornoye,RU,51.735,39.1496,16.02,86,0,6.71,clear sky
485,La Rioja,ES,42.25,-2.5,40.78,81,76,4.25,broken clouds
486,Ascension,US,30.2169,-90.9001,78.1,83,100,13.56,overcast clouds
487,Yilan,TW,24.757,121.753,70.36,99,95,1.01,overcast clouds
488,Umm Kaddadah,SD,13.6017,26.6876,66.56,11,51,12.46,broken clouds
489,Yarmolyntsi,UA,49.1924,26.8373,17.96,93,6,5.26,clear sky
490,Hukuntsi,BW,-24.0,21.75,81.99,43,90,4.03,overcast clouds
491,Lakes Entrance,AU,-37.8811,147.981,64.17,94,59,10.54,broken clouds
492,Moerai,PF,-22.4333,-151.3333,79.2,75,30,15.3,scattered clouds
493,Dubbo,AU,-32.25,148.6167,66.33,88,40,10.36,scattered clouds
494,Mitchell,US,43.7094,-98.0298,33.12,76,0,5.75,clear sky
495,Omboue,GA,-1.5746,9.2618,82.29,77,92,9.48,overcast clouds
496,Quang Ngai,VN,15.1167,108.8,71.15,94,1,4.18,clear sky
497,Agadez,NE,19.75,10.25,76.87,13,92,8.55,overcast clouds
498,Yarovoye,RU,52.9273,78.58,-10.08,100,95,1.63,overcast clouds
499,Takoradi,GH,4.8845,-1.7554,82.67,71,100,8.28,overcast clouds
500,Te Anau,NZ,-45.4167,167.7167,43.29,80,81,1.97,broken clouds
501,High Rock,BS,26.6208,-78.2833,75.22,61,37,13.73,scattered clouds
502,Pantai Remis,MY,4.4557,100.6288,77.02,89,100,4.21,overcast clouds
503,Alekseyevka,RU,50.6309,38.6903,14.65,96,10,3.85,clear sky
504,Nchelenge,ZM,-9.3451,28.734,69.4,78,87,2.26,overcast clouds
505,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,71,75,5.75,broken clouds
506,Lokosovo,RU,61.1333,74.8167,0.52,93,100,10.38,overcast clouds
507,Ransang,PH,8.9603,117.5828,76.26,81,100,3.09,overcast clouds
508,Barra,BR,-11.0894,-43.1417,90.82,32,18,4.36,few clouds
509,Sabang,ID,5.8933,95.3214,81.19,79,100,12.19,overcast clouds
510,Klenovyy,UA,48.1193,39.4588,16.3,89,16,14.27,few clouds
511,Maragogi,BR,-9.0122,-35.2225,82.38,66,97,9.37,overcast clouds
512,Roald,NO,62.5833,6.1333,49.33,53,20,32.21,few clouds
513,Ardakan,IR,32.31,54.0175,51.94,29,0,9.19,clear sky
514,Mocuba,MZ,-16.8392,36.9856,74.77,95,99,4.25,overcast clouds
515,Sorland,NO,67.667,12.6934,44.46,84,100,57.42,moderate rain
516,Dingtao,CN,35.0683,115.5625,43.14,64,100,10.31,overcast clouds
517,Gaya,IN,24.7833,85.0,60.71,67,0,3.44,haze
518,Lompoc,US,34.6391,-120.4579,59.59,71,0,5.75,clear sky
519,Grand Gaube,MU,-20.0064,57.6608,80.38,76,99,5.01,overcast clouds
520,Liling,CN,27.6667,113.5,50.34,99,98,3.51,overcast clouds
521,Cap Malheureux,MU,-19.9842,57.6142,80.47,76,98,5.01,overcast clouds
522,Namatanai,PG,-3.6667,152.4333,78.76,82,100,3.13,light rain
523,Zapolyarnyy,RU,69.4154,30.8136,33.08,77,100,34.0,overcast clouds
524,Verkhnevilyuysk,RU,63.4453,120.3167,-54.0,100,69,0.74,broken clouds
525,Mosquera,CO,4.7059,-74.2302,69.89,43,20,11.5,few clouds
526,Corner Brook,CA,48.9667,-57.9484,15.96,82,75,2.75,broken clouds
527,Bukama,CD,-9.2,25.85,69.13,96,100,2.75,overcast clouds
528,Cabo San Lucas,MX,22.8909,-109.9124,73.62,30,0,6.91,clear sky
529,Longyan,CN,25.1072,117.0225,60.75,95,100,2.66,overcast clouds
530,Benguela,AO,-12.5763,13.4055,78.96,66,62,7.34,broken clouds
531,Marzuq,YE,14.4,46.4667,67.39,66,7,6.76,clear sky
532,Barpali,IN,21.2,83.5833,72.32,25,2,6.42,clear sky
533,Fort Nelson,CA,58.8053,-122.7002,-3.05,89,75,2.3,broken clouds
534,Tokur,RU,53.1333,132.9,-39.12,100,100,2.04,overcast clouds
535,Nola,IT,40.922,14.5329,44.4,66,100,10.13,overcast clouds
536,Dauphin,CA,51.1494,-100.0502,32.14,74,100,4.61,snow
537,San Carlos De Bariloche,AR,-41.1456,-71.3082,78.24,27,0,6.91,clear sky
538,Constitucion,CL,-35.3333,-72.4167,71.85,54,5,5.86,clear sky
539,Hoquiam,US,46.9809,-123.8893,43.0,93,0,5.75,clear sky
540,Ambilobe,MG,-13.2,49.05,74.17,94,95,0.89,moderate rain
541,Listvyanka,RU,51.8535,104.8693,1.04,99,87,3.53,overcast clouds
542,Lyaskelya,RU,61.7667,31.0167,32.65,98,100,6.4,overcast clouds
543,Wewak,PG,-3.5534,143.6268,77.79,90,100,9.24,light rain
544,Gorom-Gorom,BF,14.4439,-0.2361,95.14,7,22,12.03,few clouds
545,Derzhavinsk,KZ,51.1,66.3167,-5.24,100,62,9.44,broken clouds
546,Basoko,CD,1.2391,23.616,84.15,31,23,2.3,few clouds
547,Peterhead,GB,57.5058,-1.7981,46.8,64,100,34.23,overcast clouds
548,Puerto Leguizamo,CO,-0.1934,-74.7819,85.8,52,91,4.38,overcast clouds
549,Kalmunai,LK,7.4167,81.8167,76.69,86,62,7.02,broken clouds
550,Sinnamary,GF,5.3833,-52.95,78.1,87,92,12.53,overcast clouds
551,Cabra,ES,37.4725,-4.4421,53.71,65,73,2.57,broken clouds
552,Foshan,CN,23.0268,113.1315,68.04,75,100,4.45,overcast clouds
553,Awjilah,LY,29.1081,21.2869,57.47,38,90,9.66,overcast clouds
554,Alta Floresta,BR,-9.8756,-56.0861,73.22,94,75,9.22,moderate rain
555,Kitob,UZ,39.0843,66.8332,47.8,88,100,7.58,overcast clouds
556,Saint-Ambroise,CA,48.5501,-71.3324,11.39,74,47,10.42,scattered clouds
557,Berea,US,41.3662,-81.8543,43.68,65,75,5.75,broken clouds
558,Hals,DK,56.9961,10.3081,35.56,88,98,15.26,overcast clouds
559,Pimentel,PE,-6.8367,-79.9342,86.29,48,20,19.57,few clouds
560,Lugovoy,KZ,42.9472,72.7644,32.56,80,100,5.75,overcast clouds
561,Shingu,JP,33.7333,135.9833,38.39,79,19,6.15,few clouds
562,Kununurra,AU,-15.7667,128.7333,84.18,84,75,1.14,broken clouds
563,Wairoa,NZ,-39.0333,177.3667,60.55,91,1,1.01,clear sky
564,Porto Walter,BR,-8.2686,-72.7439,90.3,47,39,3.87,scattered clouds
565,Itacoatiara,BR,-3.1431,-58.4442,79.54,86,92,2.86,overcast clouds
566,Swan River,CA,52.1058,-101.2676,30.4,93,100,2.84,overcast clouds
567,Manaure,CO,11.7751,-72.4445,85.77,53,6,22.48,clear sky
568,Payo,ID,-3.7508,103.6372,73.33,81,100,2.66,overcast clouds
569,Yar-Sale,RU,66.8333,70.8333,13.19,95,99,12.01,overcast clouds
570,Kyra,RU,49.5776,111.9753,-7.71,98,16,4.09,few clouds
571,Carutapera,BR,-1.195,-46.02,83.82,70,62,6.93,broken clouds
572,Maunabo,PR,18.0072,-65.8993,83.7,78,20,16.84,few clouds
573,Ailigandi,PA,9.2333,-78.0167,80.24,81,58,10.33,broken clouds
574,Ulladulla,AU,-35.35,150.4667,65.82,92,99,6.76,light rain
575,Ilhabela,BR,-23.7781,-45.3581,78.55,81,21,2.84,few clouds
576,Nemuro,JP,43.3236,145.575,21.83,80,95,1.19,overcast clouds
577,Harrismith,ZA,-28.2728,29.1295,60.22,97,100,6.26,moderate rain
578,Lumberton,US,34.6182,-79.0086,71.91,56,0,5.75,clear sky
579,Shelburne,CA,44.0787,-80.2041,36.12,83,36,11.25,scattered clouds
580,Havelock,US,34.8791,-76.9013,69.94,54,0,11.5,clear sky
581,Codrington,AU,-38.2667,141.9667,54.16,86,69,6.17,broken clouds
582,Salamiyah,SY,35.0113,37.0532,38.21,64,71,7.96,broken clouds
583,Qrendi,MT,35.8347,14.4583,49.66,87,100,20.71,overcast clouds
584,Dandong,CN,40.1292,124.3947,27.07,42,56,5.53,broken clouds
585,Guarda,PT,40.5373,-7.2658,45.23,69,36,4.92,scattered clouds
586,Mizan Teferi,ET,6.9833,35.5833,74.3,34,36,1.59,scattered clouds
587,Thunder Bay,CA,48.4001,-89.3168,26.58,74,75,2.3,broken clouds
588,Port Maria,JM,18.3685,-76.8895,87.04,78,15,13.0,few clouds
589,Evensk,RU,61.95,159.2333,-20.15,74,14,10.58,few clouds
590,Kolokani,ML,13.5728,-8.0339,97.7,9,2,11.74,clear sky
591,Mopipi,BW,-21.1833,24.8833,76.46,61,93,11.14,light rain
592,Uvat,RU,59.1433,68.8953,7.23,94,100,9.69,overcast clouds
593,Busdi,PH,8.2761,125.2514,65.73,98,100,3.2,overcast clouds
594,Antofagasta,CL,-23.65,-70.4,74.48,69,48,9.57,scattered clouds
595,Pangody,RU,65.85,74.4859,7.93,94,100,19.04,light snow
596,Quatre Cocos,MU,-20.2078,57.7625,80.1,78,97,10.78,overcast clouds
597,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,64,51,12.46,broken clouds
598,Kantunilkin,MX,21.0917,-87.45,84.33,53,5,9.28,clear sky
599,Sao Felix Do Xingu,BR,-6.6447,-51.995,78.69,79,98,4.09,overcast clouds
600,Barra Do Corda,BR,-5.5,-45.25,81.75,81,91,2.82,overcast clouds
601,Saint-Francois,FR,46.4154,3.9054,38.64,68,0,3.44,clear sky
602,Abay,KZ,49.6311,72.8539,3.58,95,100,8.61,overcast clouds
603,Camapua,BR,-19.5314,-54.0439,84.63,63,100,4.18,overcast clouds
604,Itoman,JP,26.1247,127.6694,64.42,72,76,9.22,broken clouds
605,Miyako,JP,39.6367,141.9525,27.7,73,16,5.97,few clouds
606,Mwandiga,TZ,-4.83,29.6581,72.64,78,97,2.86,light rain
607,Psebay,RU,44.1234,40.8107,14.54,97,94,2.17,light snow
608,Magdagachi,RU,53.45,125.8,-26.12,98,8,1.92,clear sky
609,Burnie,AU,-41.0667,145.9167,58.95,96,100,12.19,overcast clouds
610,Tiarei,PF,-17.5333,-149.3333,78.82,72,25,7.0,scattered clouds
611,Kismayo,SO,-0.3582,42.5454,77.31,83,3,16.42,clear sky
612,Touros,BR,-5.1989,-35.4608,86.49,50,96,14.27,overcast clouds
613,Moses Lake,US,47.1301,-119.2781,41.68,70,0,0.0,clear sky
614,Mountain Home,US,43.133,-115.6912,35.15,65,0,19.57,clear sky
615,Ambo,PE,-10.1308,-76.2047,72.55,57,84,8.12,broken clouds
616,Filadelfia,US,39.9523,-75.1638,55.65,54,40,11.5,scattered clouds
617,Geraldton,AU,-28.7667,114.6,72.01,78,0,14.97,clear sky
618,Alofi,NU,-19.0595,-169.9187,79.86,81,91,10.45,overcast clouds
619,Niort,FR,46.3333,-0.3333,42.62,61,0,6.93,clear sky
620,Berdigestyakh,RU,62.0989,126.6992,-43.04,100,98,2.37,overcast clouds
621,Muyezerskiy,RU,63.9333,31.65,29.71,92,89,13.04,overcast clouds
622,Omsukchan,RU,62.5333,155.8,-40.32,99,73,3.78,broken clouds
623,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,89.13,38,31,5.99,scattered clouds
624,Turkistan,KZ,43.0,68.0,39.56,89,100,7.2,overcast clouds
625,Mentougou,CN,39.9392,116.0917,32.94,44,100,3.06,overcast clouds
626,San Joaquin,US,37.9333,-121.3011,53.49,95,100,0.0,fog
627,Wattens,AT,47.2722,11.5993,28.31,55,0,1.14,clear sky
628,Esquipulas,GT,14.5667,-89.35,81.01,53,53,5.19,broken clouds
629,Benicarlo,ES,40.4165,0.4271,49.24,76,100,16.49,overcast clouds
630,Aberdeen,GB,57.1437,-2.0981,46.89,65,100,18.41,overcast clouds
631,Portalegre,PT,39.2938,-7.4312,48.22,77,69,3.0,broken clouds
632,Gimli,CA,50.6336,-96.9907,28.29,92,100,6.38,overcast clouds
633,Inhambane,MZ,-23.865,35.3833,80.19,84,13,9.48,light rain
634,Pietersburg,ZA,-23.9045,29.4688,68.36,81,99,3.94,overcast clouds
635,Nantucket,US,41.2835,-70.0995,48.34,57,20,14.97,few clouds
636,Half Moon Bay,US,37.4636,-122.4286,54.61,83,0,0.0,haze
637,Madang,PG,-5.2246,145.7966,76.15,92,100,7.76,overcast clouds
638,Damara,CF,4.9608,18.7035,88.9,12,8,2.51,clear sky
639,Atasu,KZ,48.6814,71.6433,13.05,95,100,9.15,light snow
640,Eregli,TR,37.5133,34.0467,15.26,83,50,5.39,scattered clouds
641,Camaqua,BR,-30.8511,-51.8122,93.67,25,0,8.99,clear sky
642,Millau,FR,44.0833,2.9167,41.13,78,69,5.17,broken clouds
643,Erenhot,CN,43.6475,111.9767,21.09,42,100,7.07,overcast clouds
644,Lorengau,PG,-2.0226,147.2712,77.29,86,100,9.91,overcast clouds
645,Talara,PE,-4.5772,-81.2719,88.56,48,0,16.11,clear sky
646,Leon,MX,21.1167,-101.6667,64.45,28,0,4.85,clear sky
647,College,US,64.8569,-147.8028,0.59,83,100,3.44,light snow
648,Chimbote,PE,-9.0853,-78.5783,77.86,70,55,9.64,broken clouds
649,Sciacca,IT,37.5082,13.0881,42.03,86,100,9.04,overcast clouds
650,Bhawanipatna,IN,19.9,83.1667,69.94,28,27,3.4,scattered clouds
651,Shieli,KZ,44.1667,66.75,31.5,81,100,8.25,overcast clouds
652,Guarapuava,BR,-25.3953,-51.4581,83.01,33,22,4.52,few clouds
653,Turka,UA,49.1541,23.0297,12.13,96,10,2.51,clear sky
654,Lander,US,42.833,-108.7307,36.41,41,0,16.11,clear sky
655,Andenes,NO,69.3143,16.1194,41.94,81,75,40.29,moderate rain
656,Harper,LR,4.375,-7.7169,82.49,73,93,5.1,overcast clouds
657,Slupsk,PL,54.4641,17.0287,26.46,82,38,9.35,scattered clouds
658,Winter Park,US,28.6,-81.3392,80.15,52,40,11.5,scattered clouds
659,Purwakarta,ID,-6.5569,107.4433,76.24,82,92,3.56,overcast clouds
660,Prabumulih,ID,-3.45,104.25,75.02,87,96,1.97,overcast clouds
661,Iquique,CL,-20.2208,-70.1431,77.04,69,40,7.45,scattered clouds
662,Aracaju,BR,-10.9111,-37.0717,85.95,54,20,11.5,few clouds
663,Muborak,UZ,39.2553,65.1528,51.64,55,100,17.16,overcast clouds
664,Leh,IN,34.1667,77.5833,3.38,65,75,2.39,broken clouds
665,Tyukhtet,RU,56.5389,89.3011,6.46,95,98,6.06,overcast clouds
666,Rongcheng,CN,30.634,117.8517,44.8,92,100,2.84,overcast clouds
667,Ketchikan,US,55.3422,-131.6461,37.38,93,75,4.61,broken clouds
668,Yumen,CN,40.2833,97.2,26.98,51,0,5.7,clear sky
669,Broome,US,42.2506,-75.833,44.02,61,76,5.99,broken clouds
670,Bonavista,CA,48.6499,-53.1147,30.04,97,100,20.47,snow
671,Houma,US,29.5958,-90.7195,77.0,92,100,18.41,overcast clouds
672,Cristalina,BR,-16.7686,-47.6136,77.47,56,90,5.79,overcast clouds
673,Buchanan,LR,5.8808,-10.0467,82.29,73,98,6.15,overcast clouds
674,Hutchinson,US,38.0608,-97.9298,42.58,52,0,4.61,clear sky
675,Ombessa,CM,4.603,11.2565,91.72,16,53,2.84,broken clouds
676,Kulhudhuffushi,MV,6.6221,73.07,80.82,69,90,0.34,overcast clouds
677,Kaabong,UG,3.4836,34.1492,74.55,29,7,11.41,clear sky
678,Domoni,KM,-12.2569,44.5319,79.66,83,100,5.88,overcast clouds
679,Hamilton,US,39.1834,-84.5333,49.89,63,0,3.44,clear sky
680,Isangel,VU,-19.55,169.2667,78.51,86,100,7.43,light rain
681,Tyup,KG,42.7276,78.3648,17.76,58,87,4.83,overcast clouds
682,West Bay,KY,19.3667,-81.4167,86.07,70,40,16.11,scattered clouds
683,Acarau,BR,-2.8856,-40.12,83.1,71,95,11.99,moderate rain
684,Changying,CN,52.8733,123.3213,-16.11,99,68,5.3,broken clouds
685,Kumagaya,JP,36.1333,139.3833,44.71,49,1,8.66,clear sky
686,Terney,RU,45.0503,136.6092,8.37,66,13,7.74,few clouds
687,Katobu,ID,-4.9408,122.5276,76.08,90,100,2.46,overcast clouds
688,Zeya,RU,53.75,127.2667,-27.11,97,8,3.04,clear sky
689,Jumla,NP,29.2747,82.1838,37.53,58,0,3.24,clear sky
690,Fort Frances,CA,48.5999,-93.4003,30.42,81,0,3.44,clear sky
691,Shache,CN,38.4167,77.2406,30.78,55,100,2.08,overcast clouds
692,Omaruru,NA,-21.4333,15.9333,80.74,47,54,12.97,broken clouds
693,Puerto Quijarro,BO,-17.7833,-57.7667,92.8,44,76,4.65,broken clouds
